nose_x,nose_y,eye_l_x,eye_l_y,eye_r_x,eye_r_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,label
0.5248357076505616,0.29308678494144075,0.48238442690503464,0.3261514928204013,0.5382923312638332,0.23829315215254096,0.4789606407753696,0.5383717364576455,0.5765262807032524,0.5271280021792982,Good Posture
0.4768291153593769,0.27671351232148717,0.4620981135783017,0.1543359877671101,0.4637541083743484,0.22188562353795135,0.3493584439832788,0.5157123666297637,0.5545987962239394,0.42938481493323544,Good Posture
0.5732824384460777,0.2887111849756732,0.4533764102343962,0.17876259068932715,0.5227808637737409,0.2555461294854933,0.34245032112888485,0.5187849009172836,0.5699680655040598,0.48541531251033615,Good Posture
0.46991466938853016,0.39261390922544687,0.4493251387631033,0.19711445355220497,0.5911272456051595,0.18895781750144888,0.4104431797502378,0.40201649380601123,0.5335906975550785,0.5098430617934562,Good Posture
0.5369233289997706,0.30856841405949853,0.44421758588058796,0.23494481522053556,0.4760739004816287,0.21400778958026456,0.37696806145201067,0.5528561113109458,0.617180914478423,0.4118479922318633,Good Posture
0.5162041984697398,0.28074588597918415,0.4161538999847021,0.2805838144420434,0.6015499761247975,0.29656400595580995,0.3580391238388681,0.4845393812074393,0.6165631715701781,0.548777256356118,Good Posture
0.4760412881077355,0.2907170511668091,0.3946832512996986,0.19018966879596647,0.59062629111971,0.31781200142854116,0.39639949392098334,0.5501766448946012,0.6180818012523817,0.46774401226974377,Good Posture
0.5180697802754207,0.37690182832329844,0.4482086980445024,0.3282321827907003,0.4190127447955128,0.2910951252187612,0.40435235341190856,0.4850496324767066,0.6045880388267751,0.4006215542699554,Good Posture
0.4890164056081244,0.3178556285755873,0.5238947022370758,0.22408648908631762,0.5095753198553407,0.22491214782077318,0.44577010588510374,0.5164375554829842,0.5735119898116481,0.5256633716556678,Good Posture
0.5048538774674021,0.3484322495266444,0.41489734530613237,0.2336168926701116,0.5303945923433921,0.17682425259339407,0.41480601385322885,0.5130527636089944,0.600255672832123,0.48827064333124265,Good Posture
0.42923146289747927,0.278967733861732,0.4328642741736615,0.20988613653891905,0.5419357144166996,0.2702025428407269,0.49430929506052657,0.508728890641592,0.6128775195361382,0.49627770421169165,Good Posture
0.4040614392350479,0.29867430622753915,0.45301151049705135,0.37316210562426433,0.540381951760944,0.2650773671166806,0.39826441151473785,0.44156609811902336,0.657141140725751,0.5375966516343387,Good Posture
0.5395515973521523,0.25453062726026304,0.5201397155468049,0.17990744686038596,0.5793428546900136,0.3595227812904989,0.3504731837434656,0.4716851135198614,0.604982568254382,0.47482621729419006,Good Posture
0.42246682844669337,0.30342814874030133,0.39688481431369477,0.27367962153175907,0.5040287882883099,0.32749672025087695,0.3608373353831882,0.4838969241897162,0.6406758608684835,0.43845678417830225,Good Posture
0.5113729967302064,0.36535713771412137,0.3696258382719386,0.2592316929266152,0.5629941397124212,0.2890911435888655,0.3381524644560959,0.4339771693457862,0.6260970782808448,0.5148492336616594,Good Posture
0.5125246425172938,0.31732241047484877,0.4159987639210755,0.26161268485805017,0.5646536236649341,0.21428242909868161,0.49328872555723785,0.5236916460455894,0.5404348251398675,0.5328276804316915,Good Posture
0.4512659164886339,0.3393542301871226,0.5079297789503702,0.20896588408241448,0.5981688064622162,0.2706390463468249,0.4411030079997245,0.5948396491326974,0.5877305941998564,0.4623131917821255,Good Posture
0.45552427851872385,0.2592094857517281,0.4461449145292948,0.2670575987408322,0.563834539966501,0.2913591624518012,0.4006500945938954,0.5726767038578658,0.5867671583381022,0.6360084583294809,Good Posture
0.5312833673882503,0.25714212217918586,0.3964553750969444,0.27412362076215924,0.5388268607337074,0.2857000247046046,0.42366188122867726,0.49635855436715637,0.5576603140965797,0.42425763876570677,Good Posture
0.47767425239664896,0.34281993971617364,0.4607046872065102,0.1877130610644006,0.5586590462925591,0.26926586898644184,0.35580712818994337,0.5076862552972764,0.6029104359223,0.44285148510846883,Good Posture
0.5178893680174141,0.3280392263184117,0.5041525621587639,0.30269010260174517,0.4811165316021455,0.20310874800424386,0.425751763360433,0.5256892975456104,0.6257523843153023,0.6926365745327361,Good Posture
0.5285445255346584,0.35677828200902995,0.49770008817466016,0.2825695625652899,0.5342365377679827,0.28794846102466337,0.36135873927312145,0.48815906966299955,0.5757318226085448,0.5040937069693161,Good Posture
0.6157329283336754,0.20663674037041257,0.4843130095187257,0.16936420644051742,0.5264034067105283,0.3044475298483683,0.40321400095477317,0.4461127611035347,0.5642348145370015,0.5339798874467337,Good Posture
0.4634816684141432,0.31082292947909873,0.4522785919951907,0.21741998261970913,0.6571972044662664,0.28169595111590057,0.2987428706671197,0.5093227157384714,0.5669106767615806,0.5426216667398112,Good Posture
0.460373963078365,0.294263177926655,0.47524936394902284,0.29328775970850607,0.4899851796472112,0.2332749382079526,0.37625273444195223,0.4673335383713144,0.6882727120140548,0.5202490855480478,Good Posture
0.4369558022832477,0.34589309735273877,0.5561078098506317,0.3016232630275574,0.47403150170229935,0.22578829635668743,0.46334555745933115,0.46461652671906095,0.6221909714073114,0.5387317026714669,Good Posture
0.4536534764210959,0.29702373219691,0.28793663299654637,0.1987806179332855,0.537371592430342,0.18761084090175753,0.4816205651965818,0.42849293110196834,0.5779977756651508,0.5065370288643045,Good Posture
0.5720636644533058,0.22820689244102801,0.508158187607748,0.25051165305097933,0.5009245674476025,0.27310517371316356,0.40995298477867353,0.46998915614206027,0.6034901042495009,0.480734320156912,Good Posture
0.5056758672625624,0.3331065337260523,0.5293008408072676,0.18810922505865754,0.6566516687328134,0.15239561002387492,0.39241074524822084,0.5294158603242288,0.6140495933867516,0.4688650240089703,Good Posture
0.4895938874821362,0.27534995326705836,0.4205317621527894,0.29248010485105125,0.5678507742982524,0.21535452023696727,0.44497999377166253,0.5153649760438305,0.640643105941948,0.5314814420961806,Good Posture
0.4585502494538964,0.2719909479901515,0.4873646802561631,0.28051851327167326,0.5489549203017926,0.2558663691654391,0.4638832447894213,0.4704214305582085,0.6273548690585019,0.48989036737830527,Good Posture
0.489115939838639,0.3549388425993595,0.4912708174494015,0.29067548180003194,0.6152739403577165,0.251050192081638,0.4340976485647482,0.4844866621703272,0.6162083176244221,0.4934928472816158,Good Posture
0.5048497982496359,0.32975785127184565,0.4090889658383264,0.354619363784273,0.49969913092501494,0.1892905693606134,0.4579055436750034,0.5395831346981468,0.6312059908526078,0.531417275463214,Good Posture
0.4993876613576543,0.2551372814257084,0.4537902279096863,0.2161419144243944,0.5987559866708876,0.24264713092489307,0.35872514016037443,0.4839307079173503,0.6206465727137812,0.47181377235980126,Good Posture
0.45888898022167846,0.3121843605745956,0.4622483285554361,0.22465284123144352,0.5264480847190839,0.26160249686788184,0.3275957829251338,0.42962681128117225,0.5640777889373781,0.4893276424144076,Good Posture
0.5155453782799002,0.37376781084747757,0.492882981160101,0.24200307350182865,0.5490491896048656,0.19987353176810957,0.39907434320038054,0.4855670680539931,0.6161359280169044,0.45863845282238386,Good Posture
0.5259673257120586,0.3766369456501289,0.4445619925771571,0.2700855861049471,0.5845071995855556,0.22993897640570818,0.4112046240905209,0.5006296200390897,0.6048838049274415,0.4613495108072267,Good Posture
